Unique Index, Index, restlegth,isvisible(bool), isforbidden(bool), source vertex, target vertex
1,1,4.13036,0,1,8,12
2,2,4.13036,0,1,9,13
3,3,4,0,1,12,14
4,4,4,0,1,13,15
5,5,5.6,0,1,12,13
6,6,4,0,1,8,9
7,7,4.71634,0,1,8,10
8,8,4.71634,0,1,9,11
9,9,4,0,1,10,11
10,10,4.86621,0,1,11,15
11,11,4.86621,0,1,10,14
12,12,5.6,0,1,14,15
13,13,1.6,0,0,0,2
14,14,2.384,0,0,0,1
15,15,2.00707,0,0,0,10
16,16,2.63784,0,0,0,4
17,17,2.384,0,0,2,3
18,18,2.00707,0,0,2,11
19,19,2.63784,0,0,2,6
20,20,1.6,0,0,1,3
21,21,1.685,0,0,1,8
22,22,2.63784,0,0,1,5
23,23,1.685,0,0,3,9
24,24,2.63784,0,0,3,7
25,25,1.7266,0,0,7,13
26,26,1.7266,0,0,5,12
27,27,2.00707,0,0,4,14
28,28,2.384,0,0,4,5
29,29,2.384,0,0,6,7
30,30,3.2,0,0,4,6
31,31,3.2,0,0,5,7
32,32,2.00707,0,0,6,15
33,33,1.29732,0,0,16,17
34,20,0.8,0,0,1,16
35,20,0.8,0,0,3,16
36,9,1.94347,0,1,10,17
37,9,2.05653,0,1,11,17
38,38,1.71775,0,0,18,19
39,19,1.31892,0,0,2,18
40,19,1.31892,0,0,6,18
41,2,2.12618,1,1,9,19
42,2,2.00418,1,1,13,19
43,43,3.88785,0,0,20,21
44,25,1.37163,0,0,7,20
45,25,0.354978,0,0,13,20
46,17,1.192,0,0,2,21
47,17,1.192,0,0,3,21
48,48,2.53178,0,0,22,23
49,30,1.6,0,0,4,22
50,30,1.6,0,0,6,22
51,17,0.596,0,0,2,23
52,17,0.596,0,0,21,23
53,53,0.769975,0,0,24,25
54,21,0.842498,0,0,1,24
55,21,0.842498,0,0,8,24
56,7,0.675729,0,1,8,25
57,7,4.04062,0,1,10,25
58,58,0.838142,0,0,26,27
59,38,0.418468,0,0,18,26
60,38,1.29928,0,0,19,26
61,19,0.659459,0,0,2,27
62,19,0.659459,0,0,18,27
63,63,1.38898,0,0,28,29
64,13,0.8,0,0,0,28
65,13,0.8,0,0,2,28
66,7,1.24628,0,1,10,29
67,7,2.79434,0,1,25,29
68,68,0.720909,0,0,30,31
69,15,1.00353,0,0,0,30
70,15,1.00354,0,0,10,30
71,9,0.409087,0,1,10,31
72,9,1.53438,1,1,17,31
73,73,5.25697,0,0,32,33
74,32,1.00354,0,0,6,32
75,32,1.00354,0,0,15,32
76,26,0.863302,0,0,5,33
77,26,0.863302,0,0,12,33
78,78,1.99428,0,0,34,35
79,22,1.31892,0,0,1,34
80,22,1.31892,0,0,5,34
81,20,0.4,0,0,3,35
82,20,0.4,0,0,16,35
83,83,4.03687,0,0,36,37
84,33,0.648658,0,0,16,36
85,33,0.648658,0,0,17,36
86,18,1.00353,0,0,2,37
87,18,1.00354,0,0,11,37
88,88,0.910538,0,0,38,39
89,38,0.649639,0,0,19,38
90,38,0.649639,0,0,26,38
91,58,0.419071,0,0,26,39
92,58,0.419071,0,0,27,39
93,93,1.57624,0,0,40,41
94,31,1.6,0,0,5,40
95,31,1.6,0,0,7,40
96,4,1.48396,0,1,13,41
97,4,2.51604,1,1,15,41
98,98,0.720329,0,0,42,43
99,23,0.842498,0,0,3,42
100,23,0.842498,0,0,9,42
101,10,2.09317,1,1,11,43
102,10,2.77304,0,1,15,43
103,103,2.60871,0,0,44,45
104,14,1.192,0,0,0,44
105,14,1.192,0,0,1,44
106,24,1.31892,0,0,3,45
107,24,1.31892,0,0,7,45
108,108,3.5972,0,0,46,47
109,15,0.501767,0,0,10,46
110,15,0.501768,0,0,30,46
111,22,0.659459,0,0,1,47
112,22,0.659459,0,0,34,47
113,113,0.925662,0,0,48,49
114,15,0.501767,0,0,0,48
115,15,0.501767,0,0,30,48
116,108,1.7986,0,0,46,49
117,108,1.7986,0,0,47,49
118,118,1.13256,0,0,50,51
119,43,1.94392,0,0,20,50
120,43,1.94392,0,0,21,50
121,4,0.492394,0,1,13,51
122,4,0.991563,0,1,41,51
123,123,0.194673,0,0,52,53
124,53,0.544678,0,0,24,52
125,53,0.225297,0,0,25,52
126,7,0.675729,0,1,8,53
127,7,0,1,1,25,53
128,128,2.3568,0,0,54,55
129,13,0.4,0,0,2,54
130,13,0.4,0,0,28,54
131,24,0.247132,0,0,3,55
132,24,1.07179,0,0,45,55
133,133,1.83511,0,0,56,57
134,17,0.298,0,0,21,56
135,17,0.298,0,0,23,56
136,14,0.596,0,0,1,57
137,14,0.596,0,0,44,57
138,138,0.954506,0,0,58,59
139,25,0.685813,0,0,7,58
140,25,0.685813,0,0,20,58
141,3,1.87126,0,1,12,59
142,3,2.12874,1,1,14,59
143,143,1.71247,0,0,60,61
144,19,0.659459,0,0,6,60
145,19,0.659459,0,0,18,60
146,17,0.298,0,0,2,61
147,17,0.298,0,0,23,61
148,148,0.33471,0,0,62,63
149,27,1.66968,0,0,4,62
150,27,0.337395,0,0,14,62
151,1,2.50809,1,1,8,63
152,1,1.62227,0,1,12,63
153,153,1.66979,0,0,64,65
154,17,0.596,0,0,3,64
155,17,0.596,0,0,21,64
156,7,0.382423,0,1,8,65
157,7,0.293305,0,1,53,65
158,158,4.29464,0,0,66,67
159,18,0.501767,0,0,2,66
160,18,0.501768,0,0,37,66
161,21,0.421249,0,0,8,67
162,21,0.421249,0,0,24,67
163,163,3.41868,0,0,68,69
164,30,0.8,0,0,4,68
165,30,0.8,0,0,22,68
166,20,0.188039,0,0,3,69
167,20,0.211961,0,0,35,69
168,168,1.69457,0,0,70,71
169,29,1.192,0,0,6,70
170,29,1.192,0,0,7,70
171,38,0.209234,0,0,18,71
172,38,0.209234,0,0,26,71
173,173,2.27532,0,0,72,73
174,38,0.32482,0,0,19,72
175,38,0.32482,0,0,38,72
176,18,0.501768,0,0,11,73
177,18,0.501768,0,0,37,73
178,178,2.26515,0,0,74,75
179,30,0.8,0,0,6,74
180,30,0.8,0,0,22,74
181,5,3.64019,0,1,12,75
182,5,1.95981,1,1,13,75
183,183,0.305596,0,0,76,77
184,98,0.360164,0,0,42,76
185,98,0.360164,0,0,43,76
186,8,0.675729,1,1,9,77
187,8,4.04062,0,1,11,77
188,188,0.96168,0,0,78,79
189,33,0.324329,0,0,16,78
190,33,0.324329,0,0,36,78
191,7,0.121491,0,1,53,79
192,7,0.171814,1,1,65,79
193,193,1.71418,0,0,80,81
194,16,1.31892,0,0,0,80
195,16,1.31892,0,0,4,80
196,7,0.546804,0,1,10,81
197,7,0.699474,0,1,29,81
198,198,1.44289,0,0,82,83
199,31,0.694129,0,0,7,82
200,31,0.905871,0,0,40,82
201,4,0.23268,1,1,13,83
202,4,0.259714,0,1,51,83
203,203,0.172911,0,0,84,85
204,93,1.36814,0,0,40,84
205,93,0.208103,0,0,41,84
206,4,0.212518,1,1,51,85
207,4,0.0471959,0,1,83,85
208,208,1.54335,0,0,86,87
209,20,0.4,0,0,1,86
210,20,0.4,0,0,16,86
211,23,0.370027,0,0,3,87
212,23,0.472471,0,0,42,87
213,213,0.313494,0,0,88,89
214,68,0.360454,0,0,30,88
215,68,0.360454,0,0,31,88
216,9,0.409087,1,1,10,89
217,9,0,1,1,31,89
218,218,1.91696,0,0,90,91
219,26,0.431651,0,0,12,90
220,26,0.431651,0,0,33,90
221,31,0.8,0,0,5,91
222,31,0.8,0,0,40,91
223,223,0.355326,0,0,92,93
224,58,0.209535,0,0,26,92
225,58,0.209535,0,0,39,92
226,58,0.209536,0,0,27,93
227,58,0.209535,0,0,39,93
228,228,1.02605,0,0,94,95
229,83,2.26801,0,0,36,94
230,83,1.76886,0,0,37,94
231,9,1.03033,0,1,11,95
232,9,1.0262,1,1,17,95
233,233,1.02736,0,0,96,97
234,48,1.26589,0,0,22,96
235,48,1.26589,0,0,23,96
236,19,0.32973,0,0,18,97
237,19,0.32973,0,0,27,97
238,238,3.10884,0,0,98,99
239,23,0.287384,0,0,9,98
240,23,0.555114,0,0,42,98
241,14,0.298,0,0,44,99
242,14,0.298,0,0,57,99
243,243,0.17875,0,0,100,101
244,38,0.32482,0,0,26,100
245,38,0.32482,0,0,38,100
246,88,0.455269,0,0,38,101
247,88,0.455269,0,0,39,101
248,248,2.32217,0,0,102,103
249,26,0.431651,0,0,5,102
250,26,0.431651,0,0,33,102
251,16,0.659459,0,0,4,103
252,16,0.659459,0,0,80,103
253,253,1.17917,0,0,104,105
254,103,1.30436,0,0,44,104
255,103,1.30436,0,0,45,104
256,20,0.2,0,0,1,105
257,20,0.2,0,0,86,105
258,258,0.460456,0,0,106,107
259,118,0.566278,0,0,50,106
260,118,0.566278,0,0,51,106
261,10,1.45788,1,1,15,107
262,10,1.31517,0,1,43,107
263,263,1.02543,0,0,108,109
264,113,0.462831,0,0,48,108
265,113,0.462831,0,0,49,108
266,15,0.250884,0,0,30,109
267,15,0.250884,0,0,46,109
268,268,0.281719,0,0,110,111
269,32,0.232351,0,0,15,110
270,32,0.771184,0,0,32,110
271,4,0.0227228,1,1,83,111
272,4,0.024473,1,1,85,111
273,273,0.621679,0,0,112,113
274,63,0.694491,0,0,28,112
275,63,0.694491,0,0,29,112
276,7,0.059583,0,1,53,113
277,7,0.0619081,0,1,79,113
278,278,2.70495,0,0,114,115
279,73,2.62849,0,0,32,114
280,73,2.62849,0,0,33,114
281,3,1.02041,1,1,12,115
282,3,0.850857,0,1,59,115
283,283,1.63223,0,0,116,117
284,22,0.659459,0,0,5,116
285,22,0.659459,0,0,34,116
286,7,0.178688,0,1,8,117
287,7,0.203736,1,1,65,117
288,288,0.586001,0,0,118,119
289,53,0.191636,0,0,24,118
290,53,0.353042,0,0,52,118
291,21,0.421249,0,0,1,119
292,21,0.421249,0,0,24,119
293,293,0.841711,0,0,120,121
294,108,0.899299,0,0,46,120
295,108,0.899299,0,0,49,120
296,11,0.880333,0,1,10,121
297,11,3.98588,1,1,14,121
298,298,1.0011,0,0,122,123
299,13,0.4,0,0,0,122
300,13,0.4,0,0,28,122
301,13,0.2,0,0,2,123
302,13,0.2,0,0,54,123
303,303,1.79953,0,0,124,125
304,78,0.997139,0,0,34,124
305,78,0.997139,0,0,35,124
306,31,0.4,0,0,5,125
307,31,0.4,0,0,91,125
308,308,0.101995,0,0,126,127
309,53,0.112648,0,0,25,126
310,53,0.112648,0,0,52,126
311,7,0.331038,1,1,29,127
312,7,0.368436,1,1,81,127
313,313,1.48931,0,0,128,129
314,28,1.192,0,0,4,128
315,28,1.192,0,0,5,128
316,7,0.0274939,0,1,53,129
317,7,0.0320891,1,1,113,129
318,318,2.32659,0,0,130,131
319,24,0.659459,0,0,7,130
320,24,0.659459,0,0,45,130
321,98,0.125825,0,0,42,131
322,98,0.23434,0,0,76,131
323,323,1.40893,0,0,132,133
324,43,0.971962,0,0,21,132
325,43,0.971962,0,0,50,132
326,10,1.01338,1,1,43,133
327,10,0.301783,0,1,107,133
328,328,1.64973,0,0,134,135
329,22,0.32973,0,0,34,134
330,22,0.32973,0,0,47,134
331,1,0.569146,1,1,12,135
332,1,1.05312,1,1,63,135
333,333,1.21481,0,0,136,137
334,13,0.2,0,0,28,136
335,13,0.2,0,0,54,136
336,9,0.761204,1,1,11,137
337,9,0.269126,0,1,95,137
338,338,0.408738,0,0,138,139
339,138,0.477253,0,0,58,138
340,138,0.477253,0,0,59,138
341,5,2.52299,1,1,12,139
342,5,1.1172,1,1,75,139
343,343,2.30619,0,0,140,141
344,25,0.342907,0,0,7,140
345,25,0.342907,0,0,58,140
346,30,0.4,0,0,6,141
347,30,0.4,0,0,74,141
348,348,1.29627,0,0,142,143
349,15,0.250884,0,0,0,142
350,15,0.250884,0,0,48,142
351,7,0.204541,1,1,10,143
352,7,0.342263,0,1,81,143
353,353,0.312537,0,0,144,145
354,33,0.324329,0,0,17,144
355,33,0.324329,0,0,36,144
356,7,0.0059791,0,1,53,145
357,7,0.0215148,1,1,129,145
358,358,0.378254,0,0,146,147
359,20,0.2,0,0,16,146
360,20,0.2,0,0,35,146
361,208,0.925169,0,0,86,147
362,208,0.618179,0,0,87,147
363,363,1.29767,0,0,148,149
364,128,1.1784,0,0,54,148
365,128,1.1784,0,0,55,148
366,13,0.2,0,0,28,149
367,13,0.2,0,0,122,149
368,368,1.45732,0,0,150,151
369,14,0.596,0,0,0,150
370,14,0.596,0,0,44,150
371,9,0.15765,1,1,95,151
372,9,0.111476,1,1,137,151
373,373,2.23097,0,0,152,153
374,17,0.149,0,0,23,152
375,17,0.149,0,0,56,152
376,30,0.4,0,0,22,153
377,30,0.4,0,0,68,153
378,378,1.49609,0,0,154,155
379,19,0.32973,0,0,6,154
380,19,0.32973,0,0,60,154
381,29,0.596,0,0,7,155
382,29,0.596,0,0,70,155
383,383,1.07022,0,0,156,157
384,24,0.535893,0,0,45,156
385,24,0.535893,0,0,55,156
386,23,0.248847,0,0,42,157
387,23,0.223624,0,0,87,157
388,388,1.103,0,0,158,159
389,17,0.149,0,0,23,158
390,17,0.149,0,0,61,158
391,17,0.298,0,0,21,159
392,17,0.298,0,0,64,159
393,393,1.52957,0,0,160,161
394,19,0.32973,0,0,18,160
395,19,0.32973,0,0,60,160
396,10,0.1593,1,1,107,161
397,10,0.142483,1,1,133,161
398,398,1.15941,0,0,162,163
399,133,0.917555,0,0,56,162
400,133,0.917555,0,0,57,162
401,20,0.1,0,0,1,163
402,20,0.1,0,0,105,163
403,403,0.797372,0,0,164,165
404,15,0.250884,0,0,30,164
405,15,0.250884,0,0,48,164
406,11,0.880333,1,1,10,165
407,11,0,1,1,121,165
408,408,1.47939,0,0,166,167
409,22,0.32973,0,0,1,166
410,22,0.32973,0,0,47,166
411,7,0.074015,1,1,8,167
412,7,0.104673,0,1,117,167
413,413,3.35856,0,0,168,169
414,25,0.177489,0,0,13,168
415,25,0.177489,0,0,20,168
416,383,0.535108,0,0,156,169
417,383,0.535108,0,0,157,169
418,418,0.341195,0,0,170,171
419,143,0.856235,0,0,60,170
420,143,0.856235,0,0,61,170
421,19,0.164865,0,0,18,171
422,19,0.164865,0,0,97,171
423,423,0.668175,0,0,172,173
424,158,3.96545,0,0,66,172
425,158,0.329193,0,0,67,172
426,8,2.84332,1,1,11,173
427,8,1.1973,0,1,77,173
428,428,0.276426,0,0,174,175
429,19,0.32973,0,0,2,174
430,19,0.32973,0,0,27,174
431,17,0.149,0,0,2,175
432,17,0.149,0,0,61,175
433,433,0.972767,0,0,176,177
434,32,0.501767,0,0,6,176
435,32,0.501768,0,0,32,176
436,19,0.164865,0,0,60,177
437,19,0.164865,0,0,154,177
438,438,1.00153,0,0,178,179
439,15,0.250884,0,0,10,178
440,15,0.250884,1,0,46,178
441,15,0.125442,1,0,30,179
442,15,0.125442,0,0,164,179
443,443,0.948964,1,0,180,181
444,108,0.899299,1,0,47,180
445,108,0.899299,1,0,49,180
446,22,0.164865,0,0,47,181
447,22,0.164865,1,0,134,181
448,448,1.66453,1,0,182,183
449,43,0.371033,1,0,20,182
450,43,1.57289,1,0,50,182
451,43,0.485981,1,0,50,183
452,43,0.485981,1,0,132,183
453,453,0.0447583,1,0,184,185
454,123,0.0973364,0,0,52,184
455,123,0.0973365,1,0,53,184
456,53,0.0563242,1,0,52,185
457,53,0.0563242,0,0,126,185
458,458,0.314398,1,0,186,187
459,24,0.123566,1,0,3,186
460,24,0.123566,0,0,55,186
461,20,0.105981,0,0,35,187
462,20,0.105981,1,0,69,187
463,463,0.273867,1,0,188,189
464,17,0.149,1,0,21,188
465,17,0.149,1,0,56,188
466,17,0.149,1,0,21,189
467,17,0.149,1,0,159,189
468,468,1.5389,1,0,190,191
469,14,0.298,0,0,1,190
470,14,0.298,0,0,57,190
471,14,0.298,1,0,0,191
472,14,0.298,1,0,150,191
473,473,0.919532,0,0,192,193
474,25,0.342907,1,0,20,192
475,25,0.342907,1,0,58,192
476,25,0.171453,1,0,7,193
477,25,0.171453,0,0,140,193
478,478,0,1,0,194,195
479,148,0.167355,0,0,62,194
480,148,0.167355,1,0,63,194
481,27,0.168697,0,0,14,195
482,27,0.168697,0,0,62,195
483,483,0.267664,1,0,196,197
484,6,0,1,1,8,196
485,6,4,1,1,9,196
486,21,0.201671,1,0,8,197
487,21,0.219578,0,0,67,197
488,488,0.177463,1,0,198,199
489,12,5.6,1,1,14,198
490,12,0,1,1,15,198
491,32,0.116176,1,0,15,199
492,32,0.116176,0,0,110,199
493,493,3.35848,1,0,200,201
494,27,0.834838,1,0,4,200
495,27,0.834838,1,0,62,200
496,15,0.125442,1,0,48,201
497,15,0.125442,1,0,142,201
498,498,1.22307,1,0,202,203
499,153,0.834894,1,0,64,202
500,153,0.834894,1,0,65,202
501,23,0.143692,1,0,9,203
502,23,0.143692,1,0,98,203
503,503,1.62028,1,0,204,205
504,17,0.298,1,0,3,204
505,17,0.298,1,0,64,204
506,17,0.0745,1,0,61,205
507,17,0.0745,1,0,175,205
508,508,1.36327,0,0,206,207
509,18,0.250884,0,0,2,206
510,18,0.250884,0,0,66,206
511,19,0.0824324,1,0,18,207
512,19,0.0824324,1,0,171,207
513,513,0.667611,1,0,208,209
514,18,0.250884,1,0,37,208
515,18,0.250884,1,0,66,208
516,18,0.250884,0,0,37,209
517,18,0.250884,1,0,73,209
518,518,1.19577,1,0,210,211
519,21,0.210624,1,0,24,210
520,21,0.210624,1,0,67,210
521,22,0.164865,1,0,47,211
522,22,0.164865,1,0,166,211
523,523,1.07396,1,0,212,213
524,163,1.70934,1,0,68,212
525,163,1.70934,1,0,69,212
526,17,0.0745,1,0,56,213
527,17,0.0745,1,0,152,213
528,528,0.630113,1,0,214,215
529,30,0.4,1,0,4,214
530,30,0.4,1,0,68,214
531,28,0.596,1,0,4,215
532,28,0.596,1,0,128,215
533,533,0.262292,1,0,216,217
534,20,0.0940193,1,0,3,216
535,20,0.0940193,1,0,69,216
536,20,0.0529904,1,0,35,217
537,20,0.0529903,1,0,187,217
538,538,0.646475,0,0,218,219
539,168,0.847285,1,0,70,218
540,168,0.847285,1,0,71,218
541,38,0.104617,1,0,18,219
542,38,0.104617,1,0,71,219
543,543,2.01133,1,0,220,221
544,29,0.596,1,0,6,220
545,29,0.596,1,0,70,220
546,30,0.2,1,0,68,221
547,30,0.2,1,0,153,221
548,548,2.71891,0,0,222,223
549,38,0.104617,1,0,26,222
550,38,0.104617,1,0,71,222
551,473,0.459766,1,0,192,223
552,473,0.459766,1,0,193,223
553,553,1.52005,1,0,224,225
554,173,1.13766,0,0,72,224
555,173,1.13766,1,0,73,224
556,18,0.125442,1,0,66,225
557,18,0.125442,1,0,206,225
558,558,0.668972,1,0,226,227
559,38,0.16241,1,0,19,226
560,38,0.16241,1,0,72,226
561,173,0.568829,1,0,72,227
562,173,0.568829,1,0,224,227
563,563,1.8441,1,0,228,229
564,38,0.16241,1,0,38,228
565,38,0.16241,1,0,72,228
566,548,1.35946,1,0,222,229
567,548,1.35946,1,0,223,229
568,568,0.953692,0,0,230,231
569,18,0.250884,0,0,11,230
570,18,0.250884,1,0,73,230
571,18,0.125442,1,0,37,231
572,18,0.125442,1,0,209,231
573,573,1.89329,1,0,232,233
574,178,1.13258,0,0,74,232
575,178,1.13258,1,0,75,232
576,30,0.2,1,0,22,233
577,30,0.2,1,0,153,233
578,578,2.06182,1,0,234,235
579,30,0.4,1,0,22,234
580,30,0.4,1,0,74,234
581,16,0.32973,1,0,4,235
582,16,0.32973,0,0,103,235
583,583,0.160022,1,0,236,237
584,183,0.152798,0,0,76,236
585,183,0.152798,1,0,77,236
586,8,0,0,1,77,237
587,8,1.1973,1,1,173,237
588,588,1.69154,1,0,238,239
589,98,0.180082,1,0,43,238
590,98,0.180082,1,0,76,238
591,318,0.809426,1,0,130,239
592,318,1.51716,0,0,131,239
593,593,0.328556,1,0,240,241
594,188,0.48084,0,0,78,240
595,188,0.48084,1,0,79,240
596,33,0.162164,1,0,36,241
597,33,0.162165,1,0,78,241
598,598,0.795974,1,0,242,243
599,33,0.162165,1,0,16,242
600,33,0.162165,1,0,78,242
601,83,1.13401,1,0,36,243
602,83,1.13401,1,0,94,243
603,603,3.287,1,0,244,245
604,193,0.857092,0,0,80,244
605,193,0.857092,1,0,81,244
606,26,0.312061,0,0,33,245
607,26,0.11959,0,0,90,245
608,608,2.7481,1,0,246,247
609,16,0.659459,1,0,0,246
610,16,0.659459,1,0,80,246
611,30,0.2,1,0,74,247
612,30,0.2,1,0,141,247
613,613,2.28819,1,0,248,249
614,198,0.721445,1,0,82,248
615,198,0.721445,1,0,83,248
616,25,0.0887445,1,0,13,249
617,25,0.0887446,1,0,168,249
618,618,0.840445,1,0,250,251
619,31,0.0700891,1,0,7,250
620,31,0.62404,0,0,82,250
621,29,0.298,1,0,70,251
622,29,0.298,1,0,155,251
623,623,0.775607,1,0,252,253
624,31,0.452935,1,0,40,252
625,31,0.452935,1,0,82,252
626,31,0.4,1,0,40,253
627,31,0.4,1,0,91,253
628,628,0,1,0,254,255
629,203,0.0864557,1,0,84,254
630,203,0.0864555,1,0,85,254
631,93,0.104051,1,0,41,255
632,93,0.104051,0,0,84,255
633,633,0.584328,1,0,256,257
634,93,0.684068,1,0,40,256
